Zero 3 5 [1, 3, 4, 5, 8]
[60, 15, 22, 34, 39]
[60, 15, 22, 34, 40]
[60, 15, 22, 34, 43]
[60, 15, 22, 34, 44]
[60, 15, 22, 35, 40]
[60, 15, 22, 35, 43]
[60, 15, 22, 35, 44]
[60, 15, 22, 38, 39]
[60, 15, 22, 38, 40]
[60, 15, 22, 38, 43]
[60, 15, 22, 38, 44]
[60, 15, 23, 30, 40]
[60, 15, 23, 30, 43]
[60, 15, 23, 30, 44]
[60, 15, 23, 34, 40]
[60, 15, 23, 34, 43]
[60, 15, 23, 34, 44]
[60, 15, 23, 38, 40]
[60, 15, 23, 38, 43]
[60, 15, 23, 38, 44]
[60, 15, 27, 30, 39]
[60, 15, 27, 30, 40]
[60, 15, 27, 30, 43]
[60, 15, 27, 30, 44]
[60, 15, 27, 32, 40]
[60, 15, 27, 32, 43]
[60, 15, 27, 32, 44]
[60, 15, 27, 34, 39]
[60, 15, 27, 34, 40]
[60, 15, 27, 34, 43]
[60, 15, 27, 34, 44]
[60, 15, 27, 35, 40]
[60, 15, 27, 35, 43]
[60, 15, 27, 35, 44]
[60, 15, 27, 38, 39]
[60, 15, 27, 38, 40]
[60, 15, 27, 38, 43]
[60, 15, 27, 38, 44]
[60, 17, 21, 30, 40]
[60, 17, 21, 30, 43]
[60, 17, 21, 30, 44]
[60, 17, 21, 34, 40]
[60, 17, 21, 34, 43]
[60, 17, 21, 34, 44]
[60, 17, 21, 38, 40]
[60, 17, 21, 38, 43]
[60, 17, 21, 38, 44]
[60, 17, 22, 30, 39]
[60, 17, 22, 30, 40]
[60, 17, 22, 30, 43]
[60, 17, 22, 30, 44]
[60, 17, 22, 32, 40]
[60, 17, 22, 32, 43]
[60, 17, 22, 32, 44]
[60, 17, 22, 34, 39]
[60, 17, 22, 34, 40]
[60, 17, 22, 34, 43]
[60, 17, 22, 34, 44]
[60, 17, 22, 35, 40]
[60, 17, 22, 35, 43]
[60, 17, 22, 35, 44]
[60, 17, 22, 38, 39]
[60, 17, 22, 38, 40]
[60, 17, 22, 38, 43]
[60, 17, 22, 38, 44]
[60, 17, 23, 30, 40]
[60, 17, 23, 30, 43]
[60, 17, 23, 30, 44]
[60, 17, 23, 34, 40]
[60, 17, 23, 34, 43]
[60, 17, 23, 34, 44]
[60, 17, 23, 38, 40]
[60, 17, 23, 38, 43]
[60, 17, 23, 38, 44]
[60, 18, 21, 30, 40]
[60, 18, 21, 30, 43]
[60, 18, 21, 30, 44]
[60, 18, 21, 34, 40]
[60, 18, 21, 34, 43]
[60, 18, 21, 34, 44]
[60, 18, 21, 38, 40]
[60, 18, 21, 38, 43]
[60, 18, 21, 38, 44]
[60, 18, 22, 30, 39]
[60, 18, 22, 30, 40]
[60, 18, 22, 30, 43]
[60, 18, 22, 30, 44]
[60, 18, 22, 32, 40]
[60, 18, 22, 32, 43]
[60, 18, 22, 32, 44]
[60, 18, 22, 34, 39]
[60, 18, 22, 34, 40]
[60, 18, 22, 34, 43]
[60, 18, 22, 34, 44]
[60, 18, 22, 35, 40]
[60, 18, 22, 35, 43]
[60, 18, 22, 35, 44]
[60, 18, 22, 38, 39]
[60, 18, 22, 38, 40]
[60, 18, 22, 38, 43]
[60, 18, 22, 38, 44]
[60, 18, 23, 30, 40]
[60, 18, 23, 30, 43]
[60, 18, 23, 30, 44]
[60, 18, 23, 34, 40]
[60, 18, 23, 34, 43]
[60, 18, 23, 34, 44]
[60, 18, 23, 38, 40]
[60, 18, 23, 38, 43]
[60, 18, 23, 38, 44]
[60, 19, 20, 30, 39]
[60, 19, 20, 30, 40]
[60, 19, 20, 32, 40]
[60, 19, 20, 32, 43]
[60, 19, 20, 32, 44]
[60, 19, 20, 34, 39]
[60, 19, 20, 34, 40]
[60, 19, 20, 35, 40]
[60, 19, 20, 35, 43]
[60, 19, 20, 35, 44]
[60, 19, 20, 38, 39]
[60, 19, 20, 38, 40]
[60, 19, 20, 38, 43]
[60, 19, 20, 38, 44]
[60, 19, 21, 30, 40]
[60, 19, 21, 30, 43]
[60, 19, 21, 30, 44]
[60, 19, 21, 34, 40]
[60, 19, 21, 34, 43]
[60, 19, 21, 34, 44]
[60, 19, 21, 38, 40]
[60, 19, 21, 38, 43]
[60, 19, 21, 38, 44]
[60, 19, 22, 30, 39]
[60, 19, 22, 30, 40]
[60, 19, 22, 30, 43]
[60, 19, 22, 30, 44]
[60, 19, 22, 32, 40]
[60, 19, 22, 32, 43]
[60, 19, 22, 32, 44]
[60, 19, 22, 34, 39]
[60, 19, 22, 34, 40]
[60, 19, 22, 34, 43]
[60, 19, 22, 34, 44]
[60, 19, 22, 35, 40]
[60, 19, 22, 35, 43]
[60, 19, 22, 35, 44]
[60, 19, 22, 38, 39]
[60, 19, 22, 38, 43]
[60, 19, 22, 38, 44]
[60, 19, 23, 30, 40]
[60, 19, 23, 30, 43]
[60, 19, 23, 30, 44]
[60, 19, 23, 34, 40]
[60, 19, 23, 34, 43]
[60, 19, 23, 34, 44]
[60, 19, 23, 38, 43]
[60, 19, 23, 38, 44]
[60, 19, 27, 30, 39]
[60, 19, 27, 30, 40]
[60, 19, 27, 30, 43]
[60, 19, 27, 30, 44]
[60, 19, 27, 32, 40]
[60, 19, 27, 32, 43]
[60, 19, 27, 32, 44]
[60, 19, 27, 34, 39]
[60, 19, 27, 34, 40]
[60, 19, 27, 34, 43]
[60, 19, 27, 34, 44]
[60, 19, 27, 35, 40]
[60, 19, 27, 35, 43]
[60, 19, 27, 35, 44]
[60, 19, 27, 38, 39]
[60, 19, 27, 38, 40]
[60, 19, 27, 38, 43]
[60, 19, 27, 38, 44]
[60, 14, 20, 32, 48]
[60, 14, 20, 35, 48]
[60, 14, 20, 38, 47]
[60, 14, 20, 38, 48]
[60, 14, 21, 30, 46]
[60, 14, 21, 30, 48]
[60, 14, 21, 34, 46]
[60, 14, 21, 34, 48]
[60, 14, 21, 38, 46]
[60, 14, 21, 38, 48]
[60, 14, 22, 30, 46]
[60, 14, 22, 30, 47]
[60, 14, 22, 30, 48]
[60, 14, 22, 32, 46]
[60, 14, 22, 32, 48]
[60, 14, 22, 34, 46]
[60, 14, 22, 34, 47]
[60, 14, 22, 34, 48]
[60, 14, 22, 35, 46]
[60, 14, 22, 35, 48]
[60, 14, 22, 38, 46]
[60, 14, 22, 38, 47]
[60, 14, 22, 38, 48]
[60, 14, 23, 30, 46]
[60, 14, 23, 30, 48]
[60, 14, 23, 34, 46]
[60, 14, 23, 34, 48]
[60, 14, 23, 38, 46]
[60, 14, 23, 38, 48]
[60, 14, 27, 30, 47]
[60, 14, 27, 30, 48]
[60, 14, 27, 32, 48]
[60, 14, 27, 34, 47]
[60, 14, 27, 34, 48]
[60, 14, 27, 35, 48]
[60, 14, 27, 38, 47]
[60, 14, 27, 38, 48]
[60, 15, 20, 30, 47]
[60, 15, 20, 30, 48]
[60, 15, 20, 32, 48]
[60, 15, 20, 34, 47]
[60, 15, 20, 34, 48]
[60, 15, 20, 35, 48]
[60, 15, 20, 38, 47]
[60, 15, 20, 38, 48]
[60, 15, 21, 30, 46]
[60, 15, 21, 30, 48]
[60, 15, 21, 34, 46]
[60, 15, 21, 34, 48]
[60, 15, 21, 38, 46]
[60, 15, 21, 38, 48]
[60, 15, 22, 30, 46]
[60, 15, 22, 30, 47]
[60, 15, 22, 30, 48]
[60, 15, 22, 32, 46]
[60, 15, 22, 32, 48]
[60, 15, 22, 34, 46]
[60, 15, 22, 34, 47]
[60, 15, 22, 34, 48]
[60, 15, 22, 35, 46]
[60, 15, 22, 35, 48]
[60, 15, 22, 38, 46]
[60, 15, 22, 38, 47]
[60, 15, 22, 38, 48]
[60, 15, 23, 30, 46]
[60, 15, 23, 30, 48]
[60, 15, 23, 34, 46]
[60, 15, 23, 34, 48]
[60, 15, 23, 38, 46]
[60, 15, 23, 38, 48]
[60, 15, 27, 30, 47]
[60, 15, 27, 30, 48]
[60, 15, 27, 32, 48]
[60, 15, 27, 34, 47]
[60, 15, 27, 34, 48]
[60, 15, 27, 35, 48]
[60, 15, 27, 38, 47]
[60, 15, 27, 38, 48]
[60, 17, 21, 30, 48]
[60, 17, 21, 34, 48]
[60, 17, 21, 38, 48]
[60, 17, 22, 30, 47]
[60, 17, 22, 30, 48]
[60, 17, 22, 32, 48]
[60, 17, 22, 34, 47]
[60, 17, 22, 34, 48]
[60, 17, 22, 35, 48]
[60, 17, 22, 38, 47]
[60, 17, 22, 38, 48]
[60, 17, 23, 30, 48]
[60, 17, 23, 34, 48]
[60, 17, 23, 38, 48]
[60, 18, 21, 30, 48]
[60, 18, 21, 34, 48]
[60, 18, 21, 38, 48]
[60, 18, 22, 30, 47]
[60, 18, 22, 30, 48]
[60, 18, 22, 32, 48]
[60, 18, 22, 34, 47]
[60, 18, 22, 34, 48]
[60, 18, 22, 35, 48]
[60, 18, 22, 38, 47]
[60, 18, 22, 38, 48]
[60, 18, 23, 30, 48]
[60, 18, 23, 34, 48]
[60, 18, 23, 38, 48]
[60, 19, 20, 30, 47]
[60, 19, 20, 30, 48]
[60, 19, 20, 32, 48]
[60, 19, 20, 34, 47]
[60, 19, 20, 34, 48]
[60, 19, 20, 35, 48]
[60, 19, 20, 38, 47]
[60, 19, 20, 38, 48]
[60, 19, 21, 30, 46]
[60, 19, 21, 30, 48]
[60, 19, 21, 34, 46]
[60, 19, 21, 34, 48]
[60, 19, 21, 38, 46]
[60, 19, 21, 38, 48]
[60, 19, 22, 30, 46]
[60, 19, 22, 30, 47]
[60, 19, 22, 30, 48]
[60, 19, 22, 32, 46]
[60, 19, 22, 32, 48]
[60, 19, 22, 34, 46]
[60, 19, 22, 34, 47]
[60, 19, 22, 34, 48]
[60, 19, 22, 35, 46]
[60, 19, 22, 35, 48]
[60, 19, 23, 30, 46]
[60, 19, 23, 30, 48]
[60, 19, 23, 34, 46]
[60, 19, 23, 34, 48]
[60, 19, 27, 30, 47]
[60, 19, 27, 30, 48]
[60, 19, 27, 32, 48]
[60, 19, 27, 34, 47]
[60, 19, 27, 34, 48]
[60, 19, 27, 35, 48]
[60, 19, 27, 38, 47]
[60, 19, 27, 38, 48]
[60, 14, 21, 38, 54]
[60, 14, 22, 32, 54]
[60, 14, 22, 35, 54]
[60, 14, 22, 38, 51]
[60, 14, 22, 38, 54]
[60, 14, 23, 38, 54]
[60, 14, 27, 38, 51]
[60, 15, 20, 38, 51]
[60, 15, 21, 30, 54]
[60, 15, 21, 34, 54]
[60, 15, 21, 38, 54]
[60, 15, 22, 30, 51]
[60, 15, 22, 30, 54]
[60, 15, 22, 32, 54]
[60, 15, 22, 34, 51]
[60, 15, 22, 34, 54]
[60, 15, 22, 35, 54]
[60, 15, 22, 38, 51]
[60, 15, 22, 38, 54]
[60, 15, 23, 30, 54]
[60, 15, 23, 34, 54]
[60, 15, 23, 38, 54]
[60, 15, 27, 30, 51]
[60, 15, 27, 34, 51]
[60, 15, 27, 38, 51]
[60, 17, 22, 30, 51]
[60, 17, 22, 34, 51]
[60, 17, 22, 38, 51]
[60, 18, 22, 30, 51]
[60, 18, 22, 34, 51]
[60, 18, 22, 38, 51]
[60, 19, 20, 38, 51]
[60, 19, 21, 30, 54]
[60, 19, 21, 34, 54]
[60, 19, 21, 38, 54]
[60, 19, 22, 30, 51]
[60, 19, 22, 30, 54]
[60, 19, 22, 32, 54]
[60, 19, 22, 34, 51]
[60, 19, 22, 34, 54]
[60, 19, 22, 35, 54]
[60, 19, 22, 38, 51]
[60, 19, 22, 38, 54]
[60, 19, 23, 30, 54]
[60, 19, 23, 34, 54]
[60, 19, 23, 38, 54]
[60, 19, 27, 30, 51]
[60, 19, 27, 34, 51]
[60, 19, 27, 38, 51]
[60, 14, 20, 39, 46]
[60, 14, 20, 39, 48]
[60, 14, 20, 40, 46]
[60, 14, 20, 40, 47]
[60, 14, 20, 40, 48]
[60, 14, 21, 40, 46]
[60, 14, 21, 40, 48]
[60, 14, 21, 43, 46]
[60, 14, 21, 43, 48]
[60, 14, 21, 44, 46]
[60, 14, 21, 44, 48]
[60, 14, 22, 39, 46]
[60, 14, 22, 39, 48]
[60, 14, 22, 40, 46]
[60, 14, 22, 40, 47]
[60, 14, 22, 40, 48]
[60, 14, 22, 43, 46]
[60, 14, 22, 43, 47]
[60, 14, 22, 43, 48]
[60, 14, 22, 44, 46]
[60, 14, 22, 44, 47]
[60, 14, 22, 44, 48]
[60, 14, 23, 40, 46]
[60, 14, 23, 40, 48]
[60, 14, 23, 43, 46]
[60, 14, 23, 43, 48]
[60, 14, 23, 44, 46]
[60, 14, 23, 44, 48]
[60, 14, 27, 39, 46]
[60, 14, 27, 39, 48]
[60, 14, 27, 40, 46]
[60, 14, 27, 40, 47]
[60, 14, 27, 40, 48]
[60, 14, 27, 43, 46]
[60, 14, 27, 43, 47]
[60, 14, 27, 43, 48]
[60, 14, 27, 44, 46]
[60, 14, 27, 44, 47]
[60, 14, 27, 44, 48]
[60, 15, 20, 39, 46]
[60, 15, 20, 39, 48]
[60, 15, 20, 40, 46]
[60, 15, 20, 40, 47]
[60, 15, 20, 40, 48]
[60, 15, 20, 43, 46]
[60, 15, 20, 43, 47]
[60, 15, 20, 43, 48]
[60, 15, 20, 44, 46]
[60, 15, 20, 44, 47]
[60, 15, 20, 44, 48]
[60, 15, 21, 40, 46]
[60, 15, 21, 43, 46]
[60, 15, 21, 44, 46]
[60, 15, 22, 39, 46]
[60, 15, 22, 40, 46]
[60, 15, 22, 40, 47]
[60, 15, 22, 43, 46]
[60, 15, 22, 43, 47]
[60, 15, 22, 44, 46]
[60, 15, 22, 44, 47]
[60, 15, 23, 40, 46]
[60, 15, 23, 40, 48]
[60, 15, 23, 43, 46]
[60, 15, 23, 43, 48]
[60, 15, 23, 44, 46]
[60, 15, 23, 44, 48]
[60, 15, 27, 39, 46]
[60, 15, 27, 40, 46]
[60, 15, 27, 40, 47]
[60, 15, 27, 43, 46]
[60, 15, 27, 43, 47]
[60, 15, 27, 44, 46]
[60, 15, 27, 44, 47]
[60, 17, 20, 39, 48]
[60, 17, 20, 40, 47]
[60, 17, 20, 40, 48]
[60, 17, 20, 43, 47]
[60, 17, 20, 43, 48]
[60, 17, 20, 44, 47]
[60, 17, 20, 44, 48]
[60, 17, 21, 40, 46]
[60, 17, 21, 40, 48]
[60, 17, 21, 43, 46]
[60, 17, 21, 43, 48]
[60, 17, 21, 44, 46]
[60, 17, 21, 44, 48]
[60, 17, 22, 39, 46]
[60, 17, 22, 39, 48]
[60, 17, 22, 40, 46]
[60, 17, 22, 40, 47]
[60, 17, 22, 40, 48]
[60, 17, 22, 43, 46]
[60, 17, 22, 43, 47]
[60, 17, 22, 43, 48]
[60, 17, 22, 44, 46]
[60, 17, 22, 44, 47]
[60, 17, 22, 44, 48]
[60, 17, 23, 40, 46]
[60, 17, 23, 40, 48]
[60, 17, 23, 43, 46]
[60, 17, 23, 43, 48]
[60, 17, 23, 44, 46]
[60, 17, 23, 44, 48]
[60, 17, 27, 39, 48]
[60, 17, 27, 40, 47]
[60, 17, 27, 40, 48]
[60, 17, 27, 43, 47]
[60, 17, 27, 43, 48]
[60, 17, 27, 44, 47]
[60, 17, 27, 44, 48]
[60, 18, 20, 39, 48]
[60, 18, 20, 40, 47]
[60, 18, 20, 40, 48]
[60, 18, 20, 43, 47]
[60, 18, 20, 43, 48]
[60, 18, 20, 44, 47]
[60, 18, 20, 44, 48]
[60, 18, 21, 40, 46]
[60, 18, 21, 40, 48]
[60, 18, 21, 43, 46]
[60, 18, 21, 43, 48]
[60, 18, 21, 44, 46]
[60, 18, 21, 44, 48]
[60, 18, 22, 39, 46]
[60, 18, 22, 39, 48]
[60, 18, 22, 40, 46]
[60, 18, 22, 40, 47]
[60, 18, 22, 40, 48]
[60, 18, 22, 43, 46]
[60, 18, 22, 43, 47]
[60, 18, 22, 43, 48]
[60, 18, 22, 44, 46]
[60, 18, 22, 44, 47]
[60, 18, 22, 44, 48]
[60, 18, 23, 40, 46]
[60, 18, 23, 40, 48]
[60, 18, 23, 43, 46]
[60, 18, 23, 43, 48]
[60, 18, 23, 44, 46]
[60, 18, 23, 44, 48]
[60, 18, 27, 39, 48]
[60, 18, 27, 40, 47]
[60, 18, 27, 40, 48]
[60, 18, 27, 43, 47]
[60, 18, 27, 43, 48]
[60, 18, 27, 44, 47]
[60, 18, 27, 44, 48]
[60, 19, 20, 39, 46]
[60, 19, 20, 39, 48]
[60, 19, 20, 40, 46]
[60, 19, 20, 40, 47]
[60, 19, 20, 40, 48]
[60, 19, 20, 43, 46]
[60, 19, 20, 43, 47]
[60, 19, 20, 43, 48]
[60, 19, 20, 44, 46]
[60, 19, 20, 44, 47]
[60, 19, 20, 44, 48]
[60, 19, 21, 40, 46]
[60, 19, 21, 40, 48]
[60, 19, 21, 43, 46]
[60, 19, 21, 43, 48]
[60, 19, 21, 44, 46]
[60, 19, 21, 44, 48]
[60, 19, 22, 39, 46]
[60, 19, 22, 39, 48]
[60, 19, 22, 43, 46]
[60, 19, 22, 43, 47]
[60, 19, 22, 43, 48]
[60, 19, 22, 44, 46]
[60, 19, 22, 44, 47]
[60, 19, 22, 44, 48]
[60, 19, 23, 43, 46]
[60, 19, 23, 43, 48]
[60, 19, 23, 44, 46]
[60, 19, 23, 44, 48]
[60, 19, 27, 39, 46]
[60, 19, 27, 39, 48]
[60, 19, 27, 40, 46]
[60, 19, 27, 40, 47]
[60, 19, 27, 40, 48]
[60, 19, 27, 43, 46]
[60, 19, 27, 43, 47]
[60, 19, 27, 43, 48]
[60, 19, 27, 44, 46]
[60, 19, 27, 44, 47]
[60, 19, 27, 44, 48]
[60, 14, 21, 40, 54]
[60, 14, 22, 39, 54]
[60, 14, 22, 40, 51]
[60, 14, 22, 40, 54]
[60, 14, 23, 40, 54]
[60, 14, 27, 39, 54]
[60, 14, 27, 40, 51]
[60, 14, 27, 40, 54]
[60, 15, 20, 39, 54]
[60, 15, 20, 40, 51]
[60, 15, 20, 40, 54]
[60, 15, 21, 40, 54]
[60, 15, 21, 43, 54]
[60, 15, 21, 44, 54]
[60, 15, 22, 39, 54]
[60, 15, 22, 40, 51]
[60, 15, 22, 40, 54]
[60, 15, 22, 43, 51]
[60, 15, 22, 43, 54]
[60, 15, 22, 44, 51]
[60, 15, 22, 44, 54]
[60, 15, 23, 40, 54]
[60, 15, 23, 43, 54]
[60, 15, 23, 44, 54]
[60, 15, 27, 39, 54]
[60, 15, 27, 40, 51]
[60, 15, 27, 40, 54]
[60, 15, 27, 43, 51]
[60, 15, 27, 43, 54]
[60, 15, 27, 44, 51]
[60, 15, 27, 44, 54]
[60, 17, 20, 40, 51]
[60, 17, 21, 40, 54]
[60, 17, 21, 43, 54]
[60, 17, 21, 44, 54]
[60, 17, 22, 39, 54]
[60, 17, 22, 40, 51]
[60, 17, 22, 40, 54]
[60, 17, 22, 43, 51]
[60, 17, 22, 43, 54]
[60, 17, 22, 44, 51]
[60, 17, 22, 44, 54]
[60, 17, 23, 40, 54]
[60, 17, 23, 43, 54]
[60, 17, 23, 44, 54]
[60, 17, 27, 40, 51]
[60, 17, 27, 43, 51]
[60, 17, 27, 44, 51]
[60, 18, 20, 40, 51]
[60, 18, 21, 40, 54]
[60, 18, 21, 43, 54]
[60, 18, 21, 44, 54]
[60, 18, 22, 39, 54]
[60, 18, 22, 40, 51]
[60, 18, 22, 40, 54]
[60, 18, 22, 43, 51]
[60, 18, 22, 43, 54]
[60, 18, 22, 44, 51]
[60, 18, 22, 44, 54]
[60, 18, 23, 40, 54]
[60, 18, 23, 43, 54]
[60, 18, 23, 44, 54]
[60, 18, 27, 40, 51]
[60, 18, 27, 43, 51]
[60, 18, 27, 44, 51]
[60, 19, 20, 39, 54]
[60, 19, 20, 40, 51]
[60, 19, 20, 40, 54]
[60, 19, 21, 40, 54]
[60, 19, 21, 43, 54]
[60, 19, 21, 44, 54]
[60, 19, 22, 39, 54]
[60, 19, 22, 40, 51]
[60, 19, 22, 40, 54]
[60, 19, 22, 43, 51]
[60, 19, 22, 43, 54]
[60, 19, 22, 44, 51]
[60, 19, 22, 44, 54]
[60, 19, 23, 40, 54]
[60, 19, 23, 43, 54]
[60, 19, 23, 44, 54]
[60, 19, 27, 39, 54]
[60, 19, 27, 40, 51]
[60, 19, 27, 40, 54]
[60, 19, 27, 43, 51]
[60, 19, 27, 43, 54]
[60, 19, 27, 44, 51]
[60, 19, 27, 44, 54]
[60, 14, 21, 46, 54]
[60, 14, 21, 48, 54]
[60, 14, 22, 46, 51]
[60, 14, 22, 46, 54]
[60, 14, 22, 47, 54]
[60, 14, 22, 48, 51]
[60, 14, 22, 48, 54]
[60, 14, 23, 46, 54]
[60, 14, 23, 48, 54]
[60, 14, 27, 46, 51]
[60, 14, 27, 47, 54]
[60, 14, 27, 48, 51]
[60, 14, 27, 48, 54]
[60, 15, 20, 46, 51]
[60, 15, 20, 47, 54]
[60, 15, 20, 48, 51]
[60, 15, 20, 48, 54]
[60, 15, 21, 46, 54]
[60, 15, 21, 48, 54]
[60, 15, 22, 46, 51]
[60, 15, 22, 46, 54]
[60, 15, 22, 47, 54]
[60, 15, 22, 48, 51]
[60, 15, 22, 48, 54]
[60, 15, 23, 46, 54]
[60, 15, 23, 48, 54]
[60, 15, 27, 46, 51]
[60, 15, 27, 47, 54]
[60, 15, 27, 48, 51]
[60, 15, 27, 48, 54]
[60, 17, 20, 48, 51]
[60, 17, 21, 48, 54]
[60, 17, 22, 46, 51]
[60, 17, 22, 47, 54]
[60, 17, 22, 48, 51]
[60, 17, 22, 48, 54]
[60, 17, 23, 48, 54]
[60, 17, 27, 48, 51]
[60, 18, 20, 48, 51]
[60, 18, 21, 48, 54]
[60, 18, 22, 46, 51]
[60, 18, 22, 47, 54]
[60, 18, 22, 48, 51]
[60, 18, 22, 48, 54]
[60, 18, 23, 48, 54]
[60, 18, 27, 48, 51]
[60, 19, 20, 46, 51]
[60, 19, 20, 47, 54]
[60, 19, 20, 48, 51]
[60, 19, 20, 48, 54]
[60, 19, 21, 46, 54]
[60, 19, 21, 48, 54]
[60, 19, 22, 46, 51]
[60, 19, 22, 46, 54]
[60, 19, 22, 47, 54]
[60, 19, 22, 48, 51]
[60, 19, 22, 48, 54]
[60, 19, 23, 46, 54]
[60, 19, 23, 48, 54]
[60, 19, 27, 46, 51]
[60, 19, 27, 47, 54]
[60, 19, 27, 48, 51]
[60, 19, 27, 48, 54]
[60, 14, 30, 39, 46]
[60, 14, 30, 39, 48]
[60, 14, 30, 40, 46]
[60, 14, 30, 40, 47]
[60, 14, 30, 40, 48]
[60, 14, 32, 40, 46]
[60, 14, 32, 40, 48]
[60, 14, 32, 43, 46]
[60, 14, 32, 43, 48]
[60, 14, 32, 44, 46]
[60, 14, 32, 44, 48]
[60, 14, 34, 39, 46]
[60, 14, 34, 39, 48]
[60, 14, 34, 40, 46]
[60, 14, 34, 40, 47]
[60, 14, 34, 40, 48]
[60, 14, 35, 40, 46]
[60, 14, 35, 40, 48]
[60, 14, 35, 43, 46]
[60, 14, 35, 43, 48]
[60, 14, 35, 44, 46]
[60, 14, 35, 44, 48]
[60, 14, 38, 39, 46]
[60, 14, 38, 39, 48]
[60, 14, 38, 40, 46]
[60, 14, 38, 40, 47]
[60, 14, 38, 40, 48]
[60, 14, 38, 43, 46]
[60, 14, 38, 43, 47]
[60, 14, 38, 43, 48]
[60, 14, 38, 44, 46]
[60, 14, 38, 44, 47]
[60, 14, 38, 44, 48]
[60, 15, 30, 39, 46]
[60, 15, 30, 39, 48]
[60, 15, 30, 40, 46]
[60, 15, 30, 40, 47]
[60, 15, 30, 40, 48]
[60, 15, 30, 43, 46]
[60, 15, 30, 43, 47]
[60, 15, 30, 43, 48]
[60, 15, 30, 44, 46]
[60, 15, 30, 44, 47]
[60, 15, 30, 44, 48]
[60, 15, 32, 40, 46]
[60, 15, 32, 40, 48]
[60, 15, 32, 43, 46]
[60, 15, 32, 43, 48]
[60, 15, 32, 44, 46]
[60, 15, 32, 44, 48]
[60, 15, 34, 39, 46]
[60, 15, 34, 39, 48]
[60, 15, 34, 40, 46]
[60, 15, 34, 40, 47]
[60, 15, 34, 40, 48]
[60, 15, 34, 43, 46]
[60, 15, 34, 43, 47]
[60, 15, 34, 43, 48]
[60, 15, 34, 44, 46]
[60, 15, 34, 44, 47]
[60, 15, 34, 44, 48]
[60, 15, 35, 40, 46]
[60, 15, 35, 40, 48]
[60, 15, 35, 43, 46]
[60, 15, 35, 43, 48]
[60, 15, 35, 44, 46]
[60, 15, 35, 44, 48]
[60, 15, 38, 39, 46]
[60, 15, 38, 39, 48]
[60, 15, 38, 40, 46]
[60, 15, 38, 40, 47]
[60, 15, 38, 40, 48]
[60, 15, 38, 43, 46]
[60, 15, 38, 43, 47]
[60, 15, 38, 43, 48]
[60, 15, 38, 44, 46]
[60, 15, 38, 44, 47]
[60, 15, 38, 44, 48]
[60, 17, 30, 39, 48]
[60, 17, 30, 40, 47]
[60, 17, 30, 40, 48]
[60, 17, 30, 43, 47]
[60, 17, 30, 43, 48]
[60, 17, 30, 44, 47]
[60, 17, 30, 44, 48]
[60, 17, 32, 40, 48]
[60, 17, 32, 43, 48]
[60, 17, 32, 44, 48]
[60, 17, 34, 39, 48]
[60, 17, 34, 40, 47]
[60, 17, 34, 40, 48]
[60, 17, 34, 43, 47]
[60, 17, 34, 43, 48]
[60, 17, 34, 44, 47]
[60, 17, 34, 44, 48]
[60, 17, 35, 40, 48]
[60, 17, 35, 43, 48]
[60, 17, 35, 44, 48]
[60, 17, 38, 39, 48]
[60, 17, 38, 40, 47]
[60, 17, 38, 40, 48]
[60, 17, 38, 43, 47]
[60, 17, 38, 43, 48]
[60, 17, 38, 44, 47]
[60, 17, 38, 44, 48]
[60, 18, 30, 39, 48]
[60, 18, 30, 40, 47]
[60, 18, 30, 40, 48]
[60, 18, 30, 43, 47]
[60, 18, 30, 43, 48]
[60, 18, 30, 44, 47]
[60, 18, 30, 44, 48]
[60, 18, 32, 40, 48]
[60, 18, 32, 43, 48]
[60, 18, 32, 44, 48]
[60, 18, 34, 39, 48]
[60, 18, 34, 40, 47]
[60, 18, 34, 40, 48]
[60, 18, 34, 43, 47]
[60, 18, 34, 43, 48]
[60, 18, 34, 44, 47]
[60, 18, 34, 44, 48]
[60, 18, 35, 40, 48]
[60, 18, 35, 43, 48]
[60, 18, 35, 44, 48]
[60, 18, 38, 39, 48]
[60, 18, 38, 40, 47]
[60, 18, 38, 40, 48]
[60, 18, 38, 43, 47]
[60, 18, 38, 43, 48]
[60, 18, 38, 44, 47]
[60, 18, 38, 44, 48]
[60, 19, 30, 39, 46]
[60, 19, 30, 39, 48]
[60, 19, 30, 40, 46]
[60, 19, 30, 40, 47]
[60, 19, 30, 40, 48]
[60, 19, 30, 43, 46]
[60, 19, 30, 43, 47]
[60, 19, 30, 43, 48]
[60, 19, 30, 44, 46]
[60, 19, 30, 44, 47]
[60, 19, 30, 44, 48]
[60, 19, 32, 40, 46]
[60, 19, 32, 40, 48]
[60, 19, 32, 43, 46]
[60, 19, 32, 43, 48]
[60, 19, 32, 44, 46]
[60, 19, 32, 44, 48]
[60, 19, 34, 39, 46]
[60, 19, 34, 39, 48]
[60, 19, 34, 40, 46]
[60, 19, 34, 40, 47]
[60, 19, 34, 40, 48]
[60, 19, 34, 43, 46]
[60, 19, 34, 43, 47]
[60, 19, 34, 43, 48]
[60, 19, 34, 44, 46]
[60, 19, 34, 44, 47]
[60, 19, 34, 44, 48]
[60, 19, 35, 40, 46]
[60, 19, 35, 40, 48]
[60, 19, 35, 43, 46]
[60, 19, 35, 43, 48]
[60, 19, 35, 44, 46]
[60, 19, 35, 44, 48]
[60, 19, 38, 39, 46]
[60, 19, 38, 39, 48]
