Zero 2 6 [0, 1, 2, 3, 4, 5, 6, 7, 8] Mon Aug 23 08:53:08 2021
[15, 30, 44, 54, 88, 98]
[15, 30, 44, 64, 87, 96]
[15, 30, 44, 67, 91, 96]
[15, 30, 44, 74, 87, 97]
[15, 30, 46, 50, 87, 98]
[15, 30, 46, 54, 86, 98]
[15, 30, 46, 67, 87, 96]
[15, 31, 40, 50, 91, 98]
[15, 31, 40, 54, 88, 98]
[15, 31, 40, 64, 87, 96]
[15, 31, 40, 67, 91, 96]
[15, 31, 40, 74, 87, 97]
[15, 31, 41, 53, 95, 98]
[15, 31, 41, 71, 95, 96]
[15, 31, 42, 64, 87, 99]
[15, 31, 42, 65, 80, 97]
[15, 31, 42, 67, 81, 97]
[15, 31, 42, 67, 91, 99]
[15, 31, 46, 56, 95, 98]
[15, 31, 46, 65, 95, 96]
[15, 31, 49, 53, 80, 98]
[15, 31, 49, 71, 80, 96]
[15, 32, 40, 67, 87, 97]
[15, 32, 44, 65, 95, 97]
[15, 35, 42, 67, 86, 97]
[16, 20, 41, 59, 82, 97]
[16, 20, 41, 69, 82, 96]
[16, 20, 42, 56, 83, 97]
[16, 20, 46, 52, 82, 96]
[16, 20, 49, 53, 83, 96]
[16, 20, 49, 58, 83, 97]
[16, 21, 40, 56, 82, 98]
[16, 21, 40, 65, 82, 96]
[16, 21, 41, 55, 82, 96]
[16, 21, 42, 65, 82, 99]
[16, 21, 44, 52, 82, 96]
[16, 23, 49, 65, 82, 99]
[16, 24, 40, 53, 87, 96]
[16, 24, 40, 56, 88, 98]
[16, 24, 40, 58, 87, 97]
[16, 24, 40, 65, 88, 96]
[16, 24, 41, 55, 88, 96]
[16, 24, 41, 59, 86, 97]
[16, 24, 41, 69, 86, 96]
[16, 24, 42, 53, 87, 99]
[16, 24, 42, 65, 88, 99]
[16, 24, 44, 52, 88, 96]
[16, 24, 46, 52, 86, 96]
[16, 26, 49, 65, 82, 97]
[16, 27, 42, 56, 87, 97]
[16, 27, 49, 53, 87, 96]
[16, 27, 49, 56, 88, 98]
[16, 27, 49, 58, 87, 97]
[16, 27, 49, 65, 88, 96]
[16, 29, 49, 78, 87, 96]
[16, 30, 41, 78, 87, 96]
[16, 31, 49, 78, 81, 96]
[16, 32, 49, 65, 83, 97]
[16, 32, 49, 78, 87, 99]
[16, 34, 41, 53, 87, 96]
[16, 34, 41, 56, 88, 98]
[16, 34, 41, 58, 87, 97]
[16, 34, 41, 65, 88, 96]
[16, 34, 44, 56, 91, 96]
[16, 34, 46, 56, 87, 96]
[16, 35, 42, 65, 82, 97]
[16, 35, 49, 53, 82, 98]
[16, 35, 49, 71, 82, 96]
[16, 35, 49, 78, 86, 96]
[17, 20, 41, 64, 82, 96]
[17, 20, 41, 74, 82, 97]
[17, 20, 46, 54, 82, 96]
[17, 21, 41, 50, 82, 98]
[17, 21, 41, 67, 82, 96]
[17, 21, 44, 54, 82, 96]
[17, 24, 41, 50, 88, 98]
[17, 24, 41, 64, 86, 96]
[17, 24, 41, 67, 88, 96]
[17, 24, 41, 74, 86, 97]
[17, 24, 44, 50, 91, 96]
[17, 24, 44, 54, 88, 96]
[17, 24, 46, 50, 87, 96]
[17, 24, 46, 54, 86, 96]
